Title,Title_link,partial_entry,rev_wrap,Headline,Field1
"As a meatlover, enjoyed it",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r163783793-Mildreds_Soho-London_England.html,"A true blue meatlover and hater of veggies but selected Mildred's as a treat for vegetarian sister in law on a night out  at theatre in London.

Menu was excellent, food was fantastic and fresh, staff were pleasant and faultless and the buzz in such...More",Date of visit: June 2013,"As a meatlover, enjoyed it","A true blue meatlover and hater of veggies but selected Mildred's as a treat for vegetarian sister in law on a night out at theatre in London.Menu was excellent, food was fantastic and fresh, staff were pleasant and faultless and the buzz in such a established place as Mildred's was a bonus.Even as a meatlover there was plenty on the menu to interest and satisfy me from holoumi to mixed dips to porcini mushroom and ale pie. Can see why the joint is still going strong after more than 25 years."
A vegetarian oasis in the heart of Soho,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r163719209-Mildreds_Soho-London_England.html,"I love this buzzy, trendy eatery.  Their offerings are incredibly tasty and of a good size. Despite a very busy lunchtime, we had efficient, charming service.  They seem to be doing a roaring trade ... literally, it can be quite hard to hear each other...More",>  >  >,A vegetarian oasis in the heart of Soho,"I love this buzzy, trendy eatery. Their offerings are incredibly tasty and of a good size. Despite a very busy lunchtime, we had efficient, charming service. They seem to be doing a roaring trade ... literally, it can be quite hard to hear each other when there are so many people talking. For mains and desserts, drinks and coffees and service, expect to pay around £50 for two people. I wish I were a vegetarian but I'm not; however, it does make me feel virtuous when I eat here."
Veggie perfection,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r163488768-Mildreds_Soho-London_England.html,"I find that sometimes vegetarian eateries fall into two groups- cheap and cheerful cafes, or high end restaurants offering gastronomic experiences, with prices to match.   Mildred's is perfectly positioned between the two. Its very informal without being at all scruffy, and offers a wide variety...More",Date of visit: June 2013,Veggie perfection,"I find that sometimes vegetarian eateries fall into two groups- cheap and cheerful cafes, or high end restaurants offering gastronomic experiences, with prices to match. Mildred's is perfectly positioned between the two. Its very informal without being at all scruffy, and offers a wide variety of reasonably priced vegan and vegetarian food- you could go for three courses, or just a light snack. We went for a late lunch, and sat in the window looking out onto the street in the afternoon sunshine. The fantastic array of dishes on offer made it difficult to choose, and being slightly hungover I opted for the veggie burger of the day. It was probably one of the best burgers I have ever eaten- massively flavoursome, just the right amount of heat and loaded with Monterey Jack cheese, fresh onions and tomatoes. The basil mayonaise that accompanied it along with the crispy potato wedges was perfection. If I lived nearby I would go back until I had tried everything on the menu! It makes me very happy that this kind of entirely vegetarian/vegan restaurant exists at all, as it doesn't seem that long ago that I was in Burger King with my teenage mates requesting 'a burger without the burger in' just so I could eat with everyone else! Okay its 20 years ago, but you get the point. Looking forward to returning one day :-)"
Veggie Heaven,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162970922-Mildreds_Soho-London_England.html,"In most restaruants us vegetarian's have scour the menu for something to find. Not here, this is veggie heaven. Organic where possible and all cooked how you want it.

Check the special's board because there are some interesting items there. A great place to meet...More",Date of visit: January 2013,Veggie Heaven,"In most restaruants us vegetarian's have scour the menu for something to find. Not here, this is veggie heaven. Organic where possible and all cooked how you want it.Check the special's board because there are some interesting items there. A great place to meet for a drink and get in for a meal.It can be busy, especially in the early to mid evening. It can be REALLY REALLY busy."
its a VEG restaurant...wow,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162646493-Mildreds_Soho-London_England.html,"tiny place but lot of variety available.they had a salad counter ,and are known for their burgers.once is not enough if you have to try all the items on the menu.friendly staff,u are served with a smile which changes a lot of things for the...More",Date of visit: May 2013,its a VEG restaurant...wow,"tiny place but lot of variety available.they had a salad counter ,and are known for their burgers.once is not enough if you have to try all the items on the menu.friendly staff,u are served with a smile which changes a lot of things for the customers eating there.lovely afternoon experience"
Date Night Nerves Were Blown Away !,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162633242-Mildreds_Soho-London_England.html,I had the pleasure of dining at Mildreds last night for the first time & it definitely won't be the last. I'm not vegetarian myself but my date was & so wanting to make a good impression I decided on this restaurant. The staff were...More,Date of visit: May 2013,Date Night Nerves Were Blown Away !,"I had the pleasure of dining at Mildreds last night for the first time & it definitely won't be the last. I'm not vegetarian myself but my date was & so wanting to make a good impression I decided on this restaurant. The staff were all pleasant & extremely welcoming. Kathy & Hugo are absolute diamonds & I'm definitely in the good books thanks to you both !! The food was fantastic & I can't say enough how impressed I was by the experience. This restaurant MUST be tried by everyone, vegetarian or not. It's a little gem in the bustle of Soho that I want to keep all to myself but would feel guilty depriving the rest of the population. Seriously if all vegetarian selections were this good I'd pass on meat everytime. Thank You Again for a lovely evening."
Lovely vegetarian food in the heart of London,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162611215-Mildreds_Soho-London_England.html,I was dragged in here by a friend who had visited here with another friend previously.  I was put off initially by the hectic bar/waiting area but after putting our names down on a waiting list and having a drink things calmed down. The wait...More,Date of visit: May 2013,Lovely vegetarian food in the heart of London,I was dragged in here by a friend who had visited here with another friend previously. I was put off initially by the hectic bar/waiting area but after putting our names down on a waiting list and having a drink things calmed down. The wait was worthwhile. The food tasted really good and was great value. The eating area was snug but there was a good atmosphere. All the staff were friendly and helpful.
HIGHLY RECOMMENDED!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162547506-Mildreds_Soho-London_England.html,Mildred's was INCREDIBLE.  My husband and I were in London for our honeymoon and since I am a vegetarian we just had to stop here.  It was one of the best meals we had on our trip and both he (a meat eater) and I...More,Date of visit: May 2013,HIGHLY RECOMMENDED!,Mildred's was INCREDIBLE. My husband and I were in London for our honeymoon and since I am a vegetarian we just had to stop here. It was one of the best meals we had on our trip and both he (a meat eater) and I had a terrific meal. The restaurant was very busy (not surprisingly) but we were seated pretty quickly and thoroughly enjoyed ourselves.
,,,,,
Lovely night in Mildred's - perfect even for non veggies,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r162258123-Mildreds_Soho-London_England.html,"We went on a Saturday night to Mildred's and, as we expected, had to wait a bit for a table. They were very accommodating though and we ordered some drinks from the bar and managed to ""perch"" (expecting to moved on at any minute) on...More",Date of visit: May 2013,Lovely night in Mildred's - perfect even for non veggies,"We went on a Saturday night to Mildred's and, as we expected, had to wait a bit for a table. They were very accommodating though and we ordered some drinks from the bar and managed to ""perch"" (expecting to moved on at any minute) on a couple of stools to the side. Waited about half an hour for a table - not too bad with a drink in hand. Food was very good - as a veggie I am always confused by the amount of choice on offer to me at vegetarian restaurants as I am used to normally having one not very appetising option elsewhere, and Mildred delivers plenty of appetising options! We decided to share starters as there were too many we wanted to try - I thought the artichoke crostini and gyoza dumplings were delicious. I had the mezze plate for a main - very nice. My boyfriend, who is not vegetarian, very much enjoyed the mixed mushroom pie. Everyone enjoyed their food and the wine (recommended by the bar man) was very enjoyable too. It wasn't a cheap meal - but then we had plenty of drinks and plenty of food so no complaints there really. These are the sort of options that all restaurants should offer - not just dishes that are a cop out vegetarian option, but stuff that even meat eaters find appetising!"
"Delicious, Even for Non-Veggies",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161559706-Mildreds_Soho-London_England.html,Went here with a vegetarian friend and was a little sceptical that I'd enjoy it despite her promises. They don't take any reservations but we sat outside and had a drink while we waited and were suited before the estimated time by a very efficient...More,Date of visit: May 2013,"Delicious, Even for Non-Veggies","Went here with a vegetarian friend and was a little sceptical that I'd enjoy it despite her promises. They don't take any reservations but we sat outside and had a drink while we waited and were suited before the estimated time by a very efficient man with an iPad. There is limited room at the bar so we were lucky to get a warm evening to sit out the front. We had the halloumi and hummus/pitas to share for starter, followed by the stir fried asian veggies with tofu. I usually don't have tofu but was pleasantly surprised and my meal was certainly filling. Also tried some of the burrito, also delicious. For anyone who thinks vegetarian food is bland and not filling, I dare you to go to Mildred's and prove yourself wrong. Lively atmosphere and friendly service."
This is  a 'must visit',https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161557151-Mildreds_Soho-London_England.html,Fussy - me !! - yes. I been lucky enough to eat in the best and not so lucky to eat in the worst restaurants all over the world. I am forever both critical and cynical BUT praise where praise is due and Mildred's did...More,Date of visit: May 2013,This is a 'must visit',"Fussy - me !! - yes. I been lucky enough to eat in the best and not so lucky to eat in the worst restaurants all over the world. I am forever both critical and cynical BUT praise where praise is due and Mildred's did indeed totally hit the spot ! I will admit I am a meat eater but was hugely surprised, impressed and delighted by all aspects of this restaurant. Service was attentive and friendly, the food was both exciting and tasty and I will definitely be visiting there again. My only suggestions would be to get a slightly larger premises so there is a little more space between tables and to take Mildred's to other towns , there is a call for this type of excellence."
"Bad service, unfriendly staff mediocre food.",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161416245-Mildreds_Soho-London_England.html,"The menu looks very enticing, but their detox salad was tasteless. My friend had their burger and that looked good. Its a shame Mildred's doesn't have more competition, bc in a place like Brighton, they wouldn't stand a chance. The service was appalling. the waiter...More",Date of visit: May 2013,"Bad service, unfriendly staff mediocre food.","The menu looks very enticing, but their detox salad was tasteless. My friend had their burger and that looked good. Its a shame Mildred's doesn't have more competition, bc in a place like Brighton, they wouldn't stand a chance. The service was appalling. the waiter forgot our order so after 45 mins of waiting we enquiried where it was and he said he'd forgotten to hand it to the kitchen (no apology) then shouted at me when I asked for a discount off the bill (we did subsequently get one main free). The toilets and stairs were really grubby and pretty gross. Wouldn't bother going back especially as this was the second time I'd been and had pretty much the same experience."
Fantastic,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161370456-Mildreds_Soho-London_England.html,Wonderful food and staff - couldn't rate it highly enough.  The best culinary experience we had in our London trip.,Date of visit: May 2013,Fantastic,Wonderful food and staff - couldn't rate it highly enough. The best culinary experience we had in our London trip.
Best vegetarian place for a date,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161159721-Mildreds_Soho-London_England.html,"Mildreds is one of the only vegetarian places in London with a nice atmosphere for a date or other special dinner, and it is also large enough to accommodate large groups although easier done either before or after the main dinner rush. The food is...More",Date of visit: May 2013,Best vegetarian place for a date,"Mildreds is one of the only vegetarian places in London with a nice atmosphere for a date or other special dinner, and it is also large enough to accommodate large groups although easier done either before or after the main dinner rush. The food is fairly normal and focuses on fresh ingredients rather then mockmeats. It is also child friendly, with a daily pasta (and optional plain pasta). Very pleasant atmosphere and centrally located."
Good vegetarian food in a cafe environment,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r161136601-Mildreds_Soho-London_England.html,"Very varied, well thought out menu with a wide range of veggie dishes packed full of flavour.

Very busy, cafe style of environment - not for a quiet, relaxed meal.

Bill included an optional 12.5% service charge, which bumps the price up somewhat - but...More",Date of visit: May 2013,Good vegetarian food in a cafe environment,"Very varied, well thought out menu with a wide range of veggie dishes packed full of flavour.Very busy, cafe style of environment - not for a quiet, relaxed meal.Bill included an optional 12.5% service charge, which bumps the price up somewhat - but the staff do work very hard and do a great job.Would re-visit."
Great for vegetarians and vegans,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160959594-Mildreds_Soho-London_England.html,I've been here twice with a friend who is a vegetarian who delighted in the fact that she was able to order everything off the menu.  I'm a carnivore but enjoyed the selection - there is a lot of choice and variety. The one area...More,>  >  >  >,Great for vegetarians and vegans,"I've been here twice with a friend who is a vegetarian who delighted in the fact that she was able to order everything off the menu. I'm a carnivore but enjoyed the selection - there is a lot of choice and variety. The one area that I feel lets it down is their no-reservation policy - you often have a long wait for a table and aren't able to come in to put your name down and get a drink somewhere else. Instead you have to drink at their bar which is essentially just a very busy corridor stuffed full of other people waiting for tables, with staff and customers pushing past you - not condusive to a relaxing start to your meal! We had to wait 15 mins at the bar for the bar staff to stop doing drinks orders for the restaurant and then they served someone who had just arrived rather than us. Once we got in the restaurant (which is a bit cramped) the service was a lot better. I think if they keep the existing policy they should look to expand or relocate the bar to somewhere people can actually enjoy a drink whilst they're waiting for their table. It's so busy I'm sure they'd fill a bigger premises."
Great vegetarian restaurant catering for those with special dietary requirements,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160879417-Mildreds_Soho-London_England.html,I knew this place was going to be busy and I wasn't wrong! We arrived just before 7.30pm and had a 40min wait for a table. The place is popular for a reason so worth the wait. Great selection of food and drinks. Clear menu...More,Date of visit: May 2013,Great vegetarian restaurant catering for those with special dietary requirements,"I knew this place was going to be busy and I wasn't wrong! We arrived just before 7.30pm and had a 40min wait for a table. The place is popular for a reason so worth the wait. Great selection of food and drinks. Clear menu which labelled wf/gf/v/vo etc. portions are big! Food was very tasty, good quality and value. Would certainly go back."
Hole in the Soho wall,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160792106-Mildreds_Soho-London_England.html,"You have to try it, vegetarian or otherwise! My friend took me. He is a carnivore and he loves it. He recommends getting the special or the burger of the day, which I did, and it was great. Funky, long, veggie/vegan friendly home made food....More",Date of visit: May 2013,Hole in the Soho wall,"You have to try it, vegetarian or otherwise! My friend took me. He is a carnivore and he loves it. He recommends getting the special or the burger of the day, which I did, and it was great. Funky, long, veggie/vegan friendly home made food. So good. Avoid the lunch rush, go a little earlier than noon. Don't be in a hurry because the service is friendly but a bit slow."
,,,,,
Perfection!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160421819-Mildreds_Soho-London_England.html,"We came here for a second visit to see if it would be as good the second time and it was BETTER!

What a menu!

I had a Sweet Potato and Coconut curry and my partner had the Burrito, followed by the Black Rice Pudding...More",Date of visit: May 2013,Perfection!,"We came here for a second visit to see if it would be as good the second time and it was BETTER!What a menu!I had a Sweet Potato and Coconut curry and my partner had the Burrito, followed by the Black Rice Pudding and a Sticky Toffee Pudding.The entire time we felt very welcome, warm and happy. Really nice atmosphere, great food and our new favourite."
Great atmosphere - Top veg food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160361174-Mildreds_Soho-London_England.html,"My husband and I ate at Mildred's with two omnivore friends and we all loved it. We waited about an hour for a table, but we did show up at peek on a Friday night. Worth the wait in my opinion and it has a...More",Date of visit: April 2013,Great atmosphere - Top veg food,"My husband and I ate at Mildred's with two omnivore friends and we all loved it. We waited about an hour for a table, but we did show up at peek on a Friday night. Worth the wait in my opinion and it has a great quick bar. Food was delicious and nicely presented. Also a lot of vegan options."
So good I went twice,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160337570-Mildreds_Soho-London_England.html,"I love steak but the food here is so good you don't miss meat at all.

I have been on previous visits to London with a friend who is vegan and this time it was so good I went twice during my week stay in...More",Date of visit: May 2013,So good I went twice,I love steak but the food here is so good you don't miss meat at all.I have been on previous visits to London with a friend who is vegan and this time it was so good I went twice during my week stay in London.The hummus/baba ganoush starter is absolutely divine as is the polenta. You won't be disappointed if you love diverse food with great flavour.
Great veggie food; great location,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r160086989-Mildreds_Soho-London_England.html,"Mildred's is lovely for lunch and dinner and we've been going there for years. Great, fairly smart veggie food. Nice and sufficiently elegant to meet friends for dinner, or lunch, if you're out shopping and need a varied choice of vegetarian and vegan food. Highly...More",Date of visit: April 2013,Great veggie food; great location,"Mildred's is lovely for lunch and dinner and we've been going there for years. Great, fairly smart veggie food. Nice and sufficiently elegant to meet friends for dinner, or lunch, if you're out shopping and need a varied choice of vegetarian and vegan food. Highly recommend."
"Superb Veggie, Gluten-Free restaurant",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r159894469-Mildreds_Soho-London_England.html,"Mildred's restaurant situated centrally in Soho, 45 Lexington Street (near to Piccadilly Circus/Oxford Circus), in afternoon hours becoming very busy place usually with waiting queue in front of the entrance..but not to worry, waiting will be paid off as the food is marvelous!
Only discomfort...More",>,"Superb Veggie, Gluten-Free restaurant","Mildred's restaurant situated centrally in Soho, 45 Lexington Street (near to Piccadilly Circus/Oxford Circus), in afternoon hours becoming very busy place usually with waiting queue in front of the entrance..but not to worry, waiting will be paid off as the food is marvelous!Only discomfort is that you need to wait a bit longer in rush hour to get your order, but staff is very friendly and affable."
"Great choice of dishes, wine and lively atmosphere",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r159763498-Mildreds_Soho-London_England.html,We arrived at 17:45 to enjoy a pre-theatre meal and were lucky to get straight to a table - it's popular and there's a no-booking policy.  By the time we left there were lots of people waiting for a table.  Although the decor is a...More,Date of visit: April 2013,"Great choice of dishes, wine and lively atmosphere",We arrived at 17:45 to enjoy a pre-theatre meal and were lucky to get straight to a table - it's popular and there's a no-booking policy. By the time we left there were lots of people waiting for a table. Although the decor is a little spartan the atmosphere created is lively and friendly. Service was great - we didn't have to wait to be attended - any one of several serving people attended to us - indicating they are well organised. The food is probably the best vegan meal I've had - lot's of choice & everything tasty and well presented.Although not in London very often - Mildred's will now be the restaurant of choice.
Absolutely superb,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r159716544-Mildreds_Soho-London_England.html,"Knocks Vanilla Black into a cocked hat for veggie dining. the only way to accommodate all six of us was in a private function room - result! It's a bit crowded downstairs, but there's a reason for that - it's fantastic! All six thoroughly enjoyed...More",Date of visit: May 2013,Absolutely superb,"Knocks Vanilla Black into a cocked hat for veggie dining. the only way to accommodate all six of us was in a private function room - result! It's a bit crowded downstairs, but there's a reason for that - it's fantastic! All six thoroughly enjoyed all courses, and the group included five carnivores. No booking so we had to wait, but well worth it. Go there even if you're a confirmed meat eater."
VEGETARIAN NIRVANA,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r159452777-Mildreds_Soho-London_England.html,Mildred's menu should win awards and not just for pleasing vegetarians.  The wide range of excellent food means that even carnivores will be pleased - I know because I went with two!.  Service is friendly and helpful.  Atmosphere buzzy and fun.   Took forever for me...More,Date of visit: March 2013,VEGETARIAN NIRVANA,Mildred's menu should win awards and not just for pleasing vegetarians. The wide range of excellent food means that even carnivores will be pleased - I know because I went with two!. Service is friendly and helpful. Atmosphere buzzy and fun. Took forever for me to choose what to eat as I wanted to try it all. Only drawback is that you can't book and the place was packed even at 6.30p.m. - we only had to wait about 20 mins for a table though. Please open more Mildred's - every town needs at least one.
"Gluten-Free, Veggie Feast",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158980383-Mildreds_Soho-London_England.html,"We've eat at Mildred's twice in the last couple of months - very small restaurant, but always packed. They could have twice the space and still have people waiting. Love the gluten-free options, and that they have such a wonderful range of vegetarian food. Highly...More",Date of visit: April 2013,"Gluten-Free, Veggie Feast","We've eat at Mildred's twice in the last couple of months - very small restaurant, but always packed. They could have twice the space and still have people waiting. Love the gluten-free options, and that they have such a wonderful range of vegetarian food. Highly recommend it!"
Well worth a visit,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158965062-Mildreds_Soho-London_England.html,"Firstly, Mildred's is a veggie restaurant and I am a sworn carnivore.

The food was really delicious and I didn't notice not having meat even though I had the veggie burger.

I tried the meals the rest of my party had too and they were...More",Date of visit: April 2013,Well worth a visit,"Firstly, Mildred's is a veggie restaurant and I am a sworn carnivore.The food was really delicious and I didn't notice not having meat even though I had the veggie burger.I tried the meals the rest of my party had too and they were really tasty too.The staff were friendly and attentive.Only let down is that it is a very small restaurant so the seating arrangements made for a ""cosy"" experience with the diners either side of us. Not a massive problem but prevents me from giving it a rating of 5."
,,,,,
Best veggie restaurant in London,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158943357-Mildreds_Soho-London_England.html,Mildred's is one of the few restaurants I visit on a regular basis. They don't do bookings and it can get pretty busy (I had to wait 45mins once) but is worth the wait and is nice to have a pre-drink at by bar anyway....More,Date of visit: April 2013,Best veggie restaurant in London,"Mildred's is one of the few restaurants I visit on a regular basis. They don't do bookings and it can get pretty busy (I had to wait 45mins once) but is worth the wait and is nice to have a pre-drink at by bar anyway.The service has always been great and the food is simply consistently spot on. As everything is so tasty I enjoy sharing a few dishes with whoever I go with - usually a couple of starters, one main and a side or desert will do for two people as the portions are perfect.I specially love the artichoke starter and the gyoza dumplings. I've taken a meat eaters to Mildred's on a number of occasions and they're always very impressed."
I wish I had room for more!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158469610-Mildreds_Soho-London_England.html,"I am by no means a veggie, but this place could turn me to the dark side. I ended up here because my doctor told me that I have to eat more wholefoods or die. So in the search for something that is not steak...More",Date of visit: April 2013,I wish I had room for more!,"I am by no means a veggie, but this place could turn me to the dark side. I ended up here because my doctor told me that I have to eat more wholefoods or die. So in the search for something that is not steak and chips I ended up here. I asked the waitress to choose for me as have no idea what the menu means having never eaten Tofu or plaintains or even salad for that matter. I recognised the word 'curry' so went for that. Superb, tasty and filling. I'll be back!"
Veggie Heaven,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158260361-Mildreds_Soho-London_England.html,"Extensive choice of different cuisines. We tried two starters and four mains and they were all excellent. Checked out other tables food and they all looked fantastic. Perfect portion sizes, you won’t leave hungry. Get their before 6.30pm to avoid waiting for more than 30mins...More",Date of visit: April 2013,Veggie Heaven,"Extensive choice of different cuisines. We tried two starters and four mains and they were all excellent. Checked out other tables food and they all looked fantastic. Perfect portion sizes, you won’t leave hungry. Get their before 6.30pm to avoid waiting for more than 30mins for a table. Only criticism is that it is extremely noisy, everyone seem to be shouting over each other."
A really nice meal here!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158230373-Mildreds_Soho-London_England.html,"We had to wait a while for a table - reservations are not taken - but they seated us as quickly as they could. If you are coming here for a pre theatre meal allow plenty of time. There was an excellent vegetarian selection, and...More",Date of visit: April 2013,A really nice meal here!,"We had to wait a while for a table - reservations are not taken - but they seated us as quickly as they could. If you are coming here for a pre theatre meal allow plenty of time. There was an excellent vegetarian selection, and in fact if I had been vegan I would have had a choice of several different menu items. We really enjoyed the food here - it was something really different for the vegetarian, and we are likely to return here again if we stay in London again. Service was efficient initially, but we had to stop someone to get another drink and also to get the bill. Good Value for London."
Fantastic variety of vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158210247-Mildreds_Soho-London_England.html,"The choices was amazing, took ages to decide. Everything we chose was exceptionally good, cant wait to go back",Date of visit: April 2013,Fantastic variety of vegetarian food,"The choices was amazing, took ages to decide. Everything we chose was exceptionally good, cant wait to go back"
Excellent Vegan Options!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r158205193-Mildreds_Soho-London_England.html,"We went to this place because they were not too far from our hotel and had vegetarian options. Sometimes, when you go out for vegan, you end up hungry later, but that wasn't the case here at all, we left very satisfied, and my boyfriend...More",Date of visit: November 2012,Excellent Vegan Options!,"We went to this place because they were not too far from our hotel and had vegetarian options. Sometimes, when you go out for vegan, you end up hungry later, but that wasn't the case here at all, we left very satisfied, and my boyfriend actually wanted to go back every night!"
Impressed a load of non-veggies,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r157999272-Mildreds_Soho-London_England.html,"Group of 6 of us came here, with a veggie friend who was over from the states. Came at about 6:30 on a Tuesday evening and got a table straight away. To start, we had the halloumi, the special which was stuffed courgette, and some...More",Date of visit: April 2013,Impressed a load of non-veggies,"Group of 6 of us came here, with a veggie friend who was over from the states. Came at about 6:30 on a Tuesday evening and got a table straight away. To start, we had the halloumi, the special which was stuffed courgette, and some dumplings. All were really tasty. Waiter accidentally dropped one of the courgettes on the table but kindly brought us an entire new portion to apologies, which was totally unexpected but very kind! I had the burrito, which was brilliantly. Other people in our party had the risotto cake, chickpea burger, sri lankan curry, and sausages and mash and everyone's plates were empty by the end of it. Would definitely recommend - veggie or non veggie, but get here early as I understand it gets busy later on!"
Scrumptious vegetarian fare!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r157543793-Mildreds_Soho-London_England.html,"Went with a vegetarian friend who said she's not seen so much choice in a long time!

Went at 6.30 on a Thursday, really busy but we only waited fifteen minutes.

Drinks are fairly overpriced, but mainly organic and very tasty.

The starter of artichoke...More",Date of visit: April 2013,Scrumptious vegetarian fare!,"Went with a vegetarian friend who said she's not seen so much choice in a long time!Went at 6.30 on a Thursday, really busy but we only waited fifteen minutes.Drinks are fairly overpriced, but mainly organic and very tasty.The starter of artichoke was my favourite dish! Next time I go I'll definitely have two starters, as the table next to us did and everything looked fantastic. Sweet potato curry main was huge, my friend had stir fry which she praised very highly.Delicious meal, will be going back, only downside is expensive drinks."
Just Brilliant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r157411762-Mildreds_Soho-London_England.html,"The place does great vegan/vegetarian food and has a great atmosphere. Unfortunately, because its so good it is also pretty packed particularly, and not entirely uncoincidentally, when the office types emerge from their warrens.",Date of visit: March 2013,Just Brilliant,"The place does great vegan/vegetarian food and has a great atmosphere. Unfortunately, because its so good it is also pretty packed particularly, and not entirely uncoincidentally, when the office types emerge from their warrens."
Good food in a friendly relaxed atmosphere,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r157231589-Mildreds_Soho-London_England.html,Food was really good and the service was fast considering it was peak lunch time. Prices for London were pretty reasonable. I would go back if in the area.,Date of visit: April 2013,Good food in a friendly relaxed atmosphere,Food was really good and the service was fast considering it was peak lunch time. Prices for London were pretty reasonable. I would go back if in the area.
,,,,,
"Good veggie food, but not raving about it",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r157085249-Mildreds_Soho-London_England.html,"It was nice. Definitely above average but not amazing. I would return. Short wait, and waitress was very helpful and quick at finding us a table. Also very quick service for how busy it was. Great atmosphere. I had a burrito.Must admit was still bit...More",Date of visit: April 2013,"Good veggie food, but not raving about it","It was nice. Definitely above average but not amazing. I would return. Short wait, and waitress was very helpful and quick at finding us a table. Also very quick service for how busy it was. Great atmosphere. I had a burrito.Must admit was still bit hungry after, and that's coming from quite a small female so be warned. Was tasty though and the guacamole was my favourite bit of the dish, very nice and homemade. Somebody I was with got the haloumi burger which looked very good and filling, if I was to go again I would have that. I don't want this to seem like a negative review as I did enjoy my meal and the restaurant. I just feel that I expected better."
great veggie food and good wine- nice bustly bistro atmoshpere,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r156483771-Mildreds_Soho-London_England.html,"really nice menu, great choice
good staff
quick service
bril value for great food and decent portions",Date of visit: April 2013,great veggie food and good wine- nice bustly bistro atmoshpere,"really nice menu, great choicegood staffquick servicebril value for great food and decent portions"
"Veggie bliss, but good for non-veggies too",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r156455203-Mildreds_Soho-London_England.html,"Simply the best vegetarian restaurant I've been to.  Loads of choice, good sized portions, friendly and relaxed atmosphere.  My husband is a meat eater and he loved it too.  It's such a pleasure to go to restaurant where I can eat ANYTHING on the menu...More",Date of visit: February 2013,"Veggie bliss, but good for non-veggies too","Simply the best vegetarian restaurant I've been to. Loads of choice, good sized portions, friendly and relaxed atmosphere. My husband is a meat eater and he loved it too. It's such a pleasure to go to restaurant where I can eat ANYTHING on the menu - and to know that it's all delicious. If you're thinking of going pre-theatre, get there early - there is no booking system so you will probably have to wait. But it will be worth it."
Great Food XP,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r156415467-Mildreds_Soho-London_England.html,I was a bit sceptic about the food as I'm not a vegetarian. But I was completely enthusiatic about this vegetarian experience! Unfortunately the place is too small and there was no place on the table to put the plates and drinks we ordered.,Date of visit: May 2012,Great Food XP,I was a bit sceptic about the food as I'm not a vegetarian. But I was completely enthusiatic about this vegetarian experience! Unfortunately the place is too small and there was no place on the table to put the plates and drinks we ordered.
Lovely Vegetarian,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r156053321-Mildreds_Soho-London_England.html,"A lovely vegetarian in the West end of London. Great food and lots of choice.  You can't book, so get there early and be prepared to wait for a table. The best all vegetarian we've ever been to, and will definitely be returning.",Date of visit: February 2013,Lovely Vegetarian,"A lovely vegetarian in the West end of London. Great food and lots of choice. You can't book, so get there early and be prepared to wait for a table. The best all vegetarian we've ever been to, and will definitely be returning."
