Title,rev_wrap,Field2
Expected better,Date of visit: June 2017,"As my train was delayed I looked for a vegetarian restaurant close to kings cross and this appeared to be the top rated and within a 5 minute walk from the station. It was 5pm and I was surprised to find how empty it was but pleased at the same time that I had no problem getting a table. Quite a few choices of vegan and vegetarian meals on the menu and as I had read reviews about the wild mushroom pie I decided to give that a go. I ordered a vegan bottle of pale ale to enjoy whilst my food was being cooked but surprisingly they both came within a minute of each other. This suggested to me that the food was already cooked and on standby. Don't get me wrong, the pie filling was very tasty but having oven chips with it and a small portion of mushy peas didn't leave me feeling like I had an outstanding home cooked vegan meal. Overall I was in and out in little over 15 minutes."
Delicious Vegetarian Meal,Date of visit: May 2017,Enjoyed a delicious dinner at Mildreds and even the non-vegetarian in our party enjoyed the meatless fare. Lots of vegan options. Good selection of wine too.It's a very popular restaurant ~ we lucked out and got a table upstairs right away (it was 7:30pm on a Bank Holiday) but waiting for a table is more the norm.
The Juiciest Veggie Burger I Ever Had,Date of visit: June 2017,"Having grown up in the Netherlands, I've gotten used to dry veggieburgers, so I hadn't eaten a veggieburger in a while. But, I though I should try a burger at Mildred's because it sounded so delicious on the menu card. I am so happy that I chose for the Polish burger! It was so deliciously big and juicy. And the monterey jack cheese just made it that much better. The English obviously way higher standards than the Dutch when it comes to veggieburgers. The strawberry daiquiri is also a must try for the fellow alcoholics out there. The place itself is quite small, so you have to be prepared to wait for a table as it is very popular, but the people are very friendly and the service is fast."
"Awesome, amazing, fantastic veggie food",Date of visit: May 2017,"Amazing veggie food in the heart of Soho. Best veggie burger and amazing sweet potato fries. The dips are incredible. Only thing is, it gets very busy so either arrive before the crowds (before 1pm at lunch) or be prepared to wait. Nice selection of beers too."
Great Experience and Food,Date of visit: May 2017,We eat at 2 of Mildred's locations. Soho location was small and very busy with a very trendy crowd. Kings Cross was much larger with a younger local crowd. The menus was similar at both with excellent Vegan dishes. The Curry and burger were outstanding. Also try the hummus for appetizer...really good.
,,
Amazing food and juice.,Date of visit: January 2017,Just wonderful veggie food. Would eat here every night if I could. The juices were amazing too. I even bought the cook book!
DONT GO HERE FOR A QUIET CONVERSATION!,Date of visit: May 2017,"Took my Vegan daughter here for dinner. Yes there's no reservations (you will get over the standing in the doorway routine, a bit like queuing for school dinners) and we were given a number and told it would be about an hour. Plenty of nearby bars and tapas joints to while away the time and after a very nice manzanilla and some olives next door we were called in after 35 mins.What a buzz, the place was rammed with noisy, exuberant youngsters (ok so I'm old but I still love the sheer vitality of a restaurant where you can barely hear your dinner partner across the table!)And the food, yes the food. Its either Vegan or Veggie but if you think Middle Eastern or Oriental/South Indian that labelling is irrelevant.And yes its good, very good and beware the portions are large. Let me only mention the vegan Cappuccino Panna-Cotta which I would never have believed wasn't dairy and finally the price £65 for 3 courses for 2 (Dinner in London?)If I could eat like this regularly I would certainly be tempted away from the ""Dark Side""."
Very delicious,Date of visit: May 2017,"Very nice and warm place. The restaurant is vegetarian, but you can find lots of vegan dishes. Very nice"
Porn Stars Rock!,Date of visit: December 2016,"Fantastic place to eat vegan food and mingle. The tables are really close, makes you feel like you are at one big dinner table. LOVED it! The first time I had ever had a Porn Star Cocktail was here and I LOVED IT! Food 10/10; Drinks 10/10; Staff 10/10; Atmosphere 10/10. Definitely visit this awesome place. We have been a few times now and never disappointed."
Late Veggie Lunch,>  >,First time visit for reviewer as recommended by family guest as a birthday treat.Very busy as it was Bank Holiday Monday so expected the 45 mins wait as informed when we were logged in on our arrival.Mildreds in Soho is smaller than expected and I left hoarse after trying to speak to my Cousin above the voices of the other patrons but enjoyed the buzz of the place.Our table was situated at back under the skylight so it felt airy and not as dark as the entrance of Mildreds.My meal was Mushroom Pie with mushy peas and sweet potato chips which was yum yummy and most delicious. My Cousin enjoyed the Halloumi Burger tho it was a bit spicy and we shared the sweet potatoes.Our Waitress Anjelica was most helpful and we had lots of the water with our meal.Well worth the price and only let down by the loos situated downstairs and only one each for guys and girls in the same room which is quite continental and possibly cos space is tight so be aware. Though nice lotions.Would like to try another Mildreds to compare.All in all a fun experience and one for people watching.
Good but not great...,Date of visit: May 2017,"Expected the wait (30 minutes) but if had I known that I would have to share a table with strangers I think I would have gone else where, it was cramped & uncomfortable for all parties and made the whole experience less enjoyable. Food was good, but having visited a couple of years ago many dishes were the same. Service wasn't great despite there being several staff. Chocolate brownie however.... Amazing!"
Great option for vegetarians!!,>  >,"We had dinner at Mildreds on Easter weekend 2017. We are vegetarians and Mildreds is a vegetarian / vegan option in Soho. It was busy even at 7 pm in the evening and we had to wait for 30 min before we got a table. We had a sweet potato dish with rice and hummous with bread. The food was awesome, just perfect in terms of taste, presentation and spice. The servers though could have a smile on their face but maybe they were overworked."
Great vegan delight,Date of visit: May 2017,"Tried this place based on other reviews, so glad we made the choice.... Fun vibrant surroundings, great staff, delicious food and a good menu to choose from. We are recent converts to vegan eating, and this place proves its a good decision. Our meal was tasty, and everyone around us looked like they all had delicious food infront of them. The desserts were also to die for!We will return, just to try something else off the menu!Good value too."
Amazing,Date of visit: May 2017,Even if you're not vegetarian you have to try it. The gluten free beer was very good and every dishes was amazing.
Fantastic lunch :),Date of visit: May 2017,"We went around 1pm on Monday - very busy and had to wait in a queue for a table for two. Despite being hugely busy the service was quick and friendly. Had the wrong drink given at the beginning but this was quickly rectified when I brought it to the waiter's attention. All vegetarian but a lot of vegan options on the menu. We had a starter, main and dessert and all were delicious. I had a tofu burger with vegan cheese which was a monster and very tasty. Overall we were very pleased with the food and attentive service. Reasonably priced."
,,
"overpriced, rude staff",Date of visit: May 2017,overpriced and when i complained about the quality of my meal i received a very unprofessional response from the management. life is too short there are much better places to eat
Amazing lunch,Date of visit: May 2017,"Absolutely loved this place! Food was amazing and very quick and friendly service... I had humous and flatbread starter. Loads of humous definitely a generous portion size and it tasted lovely with the flatbread, we also had a starter of roasted aubergine which was very tasty. Both of us had burgers, I had the haloumi burger I believe that came with aubergine, although I may be wrong... whatever was in it, it was delicious! Sweet potato chips with the main were also fantastic... the crumble pudding we had was very nice, wonderful flavours. Would definitely dine here again if in the area... thoroughly recommend"
Beyond expectation for food!,Date of visit: May 2017,"Team worked really hard considering the huge line of customers waiting for tables, really great staff with top reccommendations. Food was unbelievably good.. seamless catering for gluten free and vegan. Can't wait to return to try out more of the menu! Tip for future customers, wait in the queue - it's worth it"
Amazing vegetarian food,Date of visit: January 2017,"This place really does have talented chefs. Try the Sri Lankan curry...it is absolutely delicious! I often come here after work with friends as it is central with a great atmosphere, but those positives mean that you are likely to wait up to an hour for a table, with little room in the bar area. It's not a place for a leisurely meal and you can feel slightly rushed, however I keep returning as the food is worth it. :)"
Stick To Your Ribs Vegan Food,Date of visit: May 2017,"We were fortunate to only have a five minute wait for a table at lunch. I went for the Wood Roasted Mushroom and Ale Pie. The Mushy Peas were the surprise, never had them before and they are great! Husband loved the Sri Lankan Sweet Potato and Green Bean Curry."
A vegan's dream,Date of visit: May 2017,"I've only been plant based for a few months and have to admit to finding going out to eat pretty tough. Mildred's takes the pain away, with great service, lovely food and a fabulous vibe! I can't recommend highly enough."
"Delicious, well presented and satisfying!",Date of visit: May 2017,Visited for a pre-theatre meal and aware of the no booking policy arrived at 6pm before it became too busy. We were fortunate and there was a table available straight away. The restaurant is long and narrow and functional rather than decorative. The waiting staff were efficient and friendly. Service was good and the food arrived promptly which was delicoious and well presented. This was my first visit but my wife had been to Mildreds @ Kings Cross a few months before and was surprised that the menu had not changed. However it is certainly somewhere we will be returning to.
"great atmosphere, great staff and great value for money",Date of visit: April 2017,"I have never had a bad meal here and the staff are always friendly and the service is great. All my meat eating friends have also enjoyed themselves here and I shall keep eating here, thank you :)"
What a business,Date of visit: May 2017,"Went for a pre theatre meal last week.One can not book at this restaurant so we arrived at 5pm and there were only 2 available tables By ,the time we left there was quite a queue outside. The place is very exuberant and noisy.Greetings and staff were very friendly.The menu was extensive and numerous gluten free items were clearly marked.We were totally spoilt for choice.My partner had a phenomenal salad with quinoa and I ordered an equally delicious curry.Both were filling and satisfying.Be warned the rhubarb and ginger cheesecake is to die for.The best ever.Do not miss It! Next time in London we will revisit."
Fabulous vegetarian food!,Date of visit: April 2017,This place is clearly very popular -- and deservedly so! Excellent food and a passionate waiter; the staff clearly shares values of plant-based food. We were seated in the upstairs dining room which was decorated with some saucy Victorian art. Very close to West End.
,,
Creative vegan delights!,Date of visit: May 2017,"Mildred's is great for vegetarian and vegan diners. The food is so tasty and very filling. I would recommend the curry, absolutely delicious. The staff are friendly and hospitable. It can be really busy in the evening, but you can always have a cocktail while you wait!"
Brisk service and disappointing food,Date of visit: April 2017,"The restaurant was busy as expected so my friend and I were more than happy to wait considering the positive reviews we'd heard. We were squished into a cramped waiting area by the door by a waiter who gave us no indication of how long we would be waiting and rudely laughed at our mistake in thinking we could leave a phone number and return. My friend is vegetarian and I'm a meat eater trying to be more veggie so I was very open minded with all the options. I chose the classic burger which was horribly dry and not helped by the dense, cloying ciabatta bun - an elderly lady at the table next door and I were both forced to dissect the burger with knife and fork in order to eat it. The sweet potato fries were fantastic to the extent they almost redeemed the whole meal. The other positive is that you get a very filling meal for the money you pay and the atmosphere is pleasantly relaxed but lively. I really feel for vegetarians if all their burgers taste like this but I'm sure Mildred's is just a bad example. If you end up going, avoid the burgers and pick an alternative like the Sri Lankan curry (which really wasn't Sri Lankan but still tasted nice)"
Dinner with cousin,>  >  >  >,My cousin is a vegetarian and this is his favorite restaurant. We went there twice during my holiday vacation and the food is delicious. The place is always crowded and if you want to avoid waiting you must reach by 6pm or else you might need to wait for an hour or more.
We keep coming back...,>  >  >  >,"I've reviewed before, so I'll keep this short and sharp. Service: excellentFood: excellentValue: very goodWe'll be back"
Vegetarian paradise!,Date of visit: March 2017,I am a vegetarian so its always nice to find a restaurant where you can eat everything off the menu! There is so much choice at Mildreds and the food always higlights how vegetarian food can be so interesting and delicious. A favourite for me and any meat lovers too!
Lovely restaurant.. great staff,Date of visit: May 2017,Popped in for dinner pre Ronnie Scott's.. super friendly and attentive staff. Bellinis and haloumi burger.. tasty food .. very clean loos- will be back ..Thanks
Neighbourhood Gem,Date of visit: April 2017,"Awesome restaurant. Food was the best, Mexican black beans has to be the go to dish. I don't like queuing to get into a restaurant that doesn't take bookings but it was totally worth it in this case. Only a few tables but quite noisy which was the only downside. Cocktails are great too. Highly recommended."
Busy but absolutely worth waiting,Date of visit: May 2017,"My girlfriend and I were in London for a weekend and I wanted to treat her to a nice meal where for once she had plenty of choice (she's vegan). It's safe to say Mildred's didn't disappoint.There's no reservations but I knew that in advance so when it was busy and we had to wait an hour, I was prepared. Handily we could set up a tab and enjoyed a couple of delicious cocktails.Once seated the food was incredible. The halloumi salad was great, the gyoza beautiful. The tofu and stir fried rice was the best vegan meal my girlfriend has ever eaten. My sweet potato curry was yummy, so much so that I bought the book to make it at home! We ordered pudding which was very slow arriving. Staff approached us before we could approach them, and apologised explaining they'd made a mistake and we'd get our crumble at no cost. Excellent customer service right there and something they should be proud of.Loved the food, loved the place, we'll be back"
Best Vegetarian Cuisine,Date of visit: September 2016,"Even if you are not vegetarian, which i am not, this restaurant is amazing.The food is all vegetarian or vegan, with so much choice! My favourites are the Sri Lankan sweet potato curry and the halloumi burger.You will have to get here early, as before it opens there is always a queue."
Delightful vegetarian experience,Date of visit: May 2017,What a wonderful place. The menu was great and it was hard to choose. The range was innovative and used a range of ingredients. The desserts were also excellent. The service was quick efficient and friendly.
,,
Good But No Longer Great,Date of visit: April 2017,"For 15 years we have been making a point of going to Mildreds whenever we are in London as it has always been a highlight of our trip. The food has always been vegetarian, creative, original, flavoursome and, in particular, cooked from the heart.Unfortunately our recent visit reflected the down-side of the growing success of Mildreds from being a boutique restaurant in Lexington Street to now having three locations. The food is still good but no longer has that magical ‘wow’ factor. The market they attract has also changed to appeal to young females and the volume of chatter made it difficult to have a conversation with my wife sitting opposite me on a small table. Mildreds is still good but no longer great, which is sad."
"Gorgeous food, great service.",Date of visit: May 2017,"This place is vegan and veggie heaven. They serve a great selection of snacks, light bites,burgers and main meals. The service is friendly and swift, the food is delicious and nicely presented and the whole place has a relaxed, friendly atmosphere. The only downside is that they don't take bookings so be prepared to queue."
Vegetarian Heaven,Date of visit: February 2017,"Some of the greatest vegetarian and vegan dishes I've had in a very long time I always come back here for comfort food at a great price and amazing flavors! Highly recommended for Lunch, Dinner!!!"
Vegan/Vegetarian Heaven,Date of visit: May 2017,"There is a reason this place is so popular! Awesome menu where everything is or can be made vegan. For those of you who are not vegetarian, give this a chance- the food is creative and really delicious! Only downside is the popularity, actually, as the wait most evenings is about 1-2 hours and they do not take reservations. We managed to cheat the system by arriving around 4 PM for a really late lunch (or early dinner). Don't miss this if you're in London; it was really fantastic (and the only place I could find where we could try vegetarian English pie without eggs)!"
"Fast service, incredible burgers",Date of visit: May 2017,"There was a little wait to get a table, and I can understand why. I ordered the Tofu and lentil burger and my friend ordered the beetroot burger. The food arrived surprisingly fast, which was appreciated as i'd worked up quite the appetite.The focaccia bun was to die for and the burger was very flavoursome with a pleasant texture, the garnishes complimented the burger perfectly. I had a bite of the beetroot burger which was equally delicious, so much so I came back the following day and ordered both burgers again for lunch, resulting in a proud food pregnancy.Please come to Manchester!!"
Wonderful home-cooked vegan food,>  >,"Mildred's is a lovely little place - busy at peak times but we were lucky enough to beat the rush! I had an excellent veggie burger with sweet potato fries, my partner had a delicious vegetable stir fry. I wish we were in London again soon to try the rest of the menu - everything coming out of the kitchen looked fantastic. This would be a good restaurant to take anyone, even carnivores.Staff were pleasant, atmosphere was more comfortable than you'd think considering how many tables are packed in!"
not only amazing food but amazing people attached,Date of visit: April 2017,"I go, quite often. I take away, most thursdays, its enchililada daythe food has always been right up there and consistent, albeit busy.last week instead of the usual two per serving i got back to the office and there was only one, i was a little disappointed, my waist line however was not. so this week i mentioned it and without a bat of an eye, the lady who helped us had offered the misunderstanding on the house - it was unexpected as i blame my laziness in not going straight back and raising it so she took me on my word - am now officially a lifelong client..........service is so simple"
Really positive first impression,Date of visit: April 2017,"Arrived here on Friday around 7pm, there was a queue and we were told that the wait could be at most 45min. We decided to stay and enjoyed excellent cocktails in a really crowded bar. It took about 15min to get a table and the service was good. For starter we shared delicious artichoke with lemon aioli and for main dish I had the classic burger, which was one of the best vegan dishes I've had in a restaurant. The seating was really cramped but overall the atmosphere was nice. Would definitely recommend but choose your arriving time carefully."
Wow! A great experience.,Date of visit: April 2017,"I can't fault Mildred's other than to say the tables were very close together - a drawback of success. Very tasty veggie food, generous portions, very friendly serving staff and a wonderful ambience. One can't book and there was a queue of prospective diners. I started with roasted aubergine, my cousin had smashed avocado. I followed with mushroom and ale pie, substituting salad for the minted peas. She had pasta with asparagus. We both had creme caramel for desert."
Good vegan food,Date of visit: April 2017,"Enjoyed our first vegan meal out. Would recommend the black bean chilli. Bit cramped seating, but nice atmosphere. Would go again."
,,
outstanding food and lovely atmosphere,Date of visit: April 2017,"whether you're a vegetarian or not, the food is very special. Its always very fresh and the ingredients are carefully placed together. The service is always very professional and by far, my no1 place to eat in London. Good value for money too."
50th birthday,Date of visit: April 2017,I booked the upstairs dining room for my birthday. The room was ideal for 12 people and we all had a great time. The service was excellent and everyone loved the food and cocktails.
A favourite haunt that's appeal endures...,>  >,"Mildred's is always packed and the wait for a table can be a pain if you're in a hurry. However when you relax and go with the flow, the time queueing seems to pass more quickly.This venue has a phenomenal buzz to it. As if that wasn't enough...* The food is great* The value is amazing* The team serve you with friendliness and efficiency even when they're flat outWhilst so many restaurants come and go, Mildred's seems to go from strength to strength. Testament to their winning formula :) And I'm definitely no veggie, but I LOVE MILDREDS :)This time I visited with three work colleagues. We ordered drinks, mains and coffees. As always, the food quality was fantastic. The Sri Lankan sweet potato and green bean curry was the standout dish. The wood roasted mushroom and ale pie was also tasty, but did not appeal as much visually as the curry. Our remaining diner, an avowed carnivore, grudgingly went for the burger but even he enjoyed it.As always a thoroughly enjoyable dining experience. Until next time!PS: Gutted that you no longer do my favourite dish at Mildred's. Bring back the Risotto Cakes!!!"
Great food and atmosphere,Date of visit: April 2017,"Early evening was extremely busy, told it would be an hour to wait for a table but in fact was half that, the downside is standing with a drink being crushed and pushed, however, the food was well worth the wait. I am not a vegetarian as is my friend but no problem getting something delicious to eat. Service good and friendly."
Hit and miss menu,Date of visit: April 2017,"After frequenting Mildreds on several occasions, we have learned that you need to choose your meals wisely - it is very hit and miss. On the negative side, you could basically be paying for a very expensive salad. On the plus side, you can get some of the best vegetarian dishes the capital perhaps has to offer!In addition to the pleasant ambience, and more often than not friendly service, Mildreds is somewhere I would recommend you visit. Just avoid the salad dishes."
Very popular and very good,Date of visit: April 2017,"We arrived early evening and it appeared already full. There were a lot of people around the bar. Nevertheless within a few minutes we were taken to a table which we shared with three others. Mildreds had been recommended and having gone on a vegan diet it seemed perfect. The menu was impressive at the pricing system simple (Just the digits).Despite being busy the waitress attended to us quickly. We ordered the halloumi burger some chips and gyoza and I went for the broccoli stir fry with brown rice and tofu.I tasted a chip and it was fantastic. The gyoza was good to but my bowl of stir fry was absolutely gorgeous and filling. A word of warning, take it easy with the hot sauce. It's very hot.I had a beetroot and ginger juice and it was very refreshing. We had a brownie for dessert and that was devoured very quickly.The food was great, the menu exciting, the place is bustling but the staff are great. Highly recommended if you want a healthy meal. It cost just over £40 and we left feeling very happy. There was a queue waiting to get in"
"Busy, bustling,  excellent food",Date of visit: April 2017,"Visited here for early supper, and were lucky to get a table without waiting. Staff were very friendly and attentive, without us feeling rushed. A good choice on the menu and we were all delighted with our choices. Can recommend the halloumi and Thai green curry. Huge queue as we left. Organic wine available too. Can cater for vegans as well as vegetarians. Excellent"
Worth the wait,Date of visit: April 2017,"If you go for Dinner be prepared to wait, there are no reservations. If you want a table for 2 and not a table of 4 shared between 2 couples then be prepared to wait longer and don't get anxsty because a couple who came in after you and here happy to mix it up with strangers get seated first!!!!THE FOOD IS WORTH THE WAIT.Huge plate of mushroom and ale pie with mushy peas and big chunky, crunchy chips. Other half had a Polish burger, which is a beetroot burger. This was also massive with delicious sweet potato fries. Though we were very tempted by the puds being demolished at the tables around us, we were stuffed so had to reluctantly decline.Staff were friendly though obviously very busy.So have a G&T while you wait and chill."
Love this restaurant,>  >,Me and my daughters favourite after visiting London over easter. Delicious vegan food for us and lovely staff!! The service was really good and we just had to go back for lunch the last day.
Amazing place. Dont miss it.,Date of visit: April 2017,"Remember it is a vegeterian! That said, it is amazing. Could ambience, modern place, excellent food. Fully crowded, no reservations. You must go at least with 30 min in advance to get a table and wait. If you want the safe choice order simple things if you are a real foodie then try more complex combinations. I totally recommend this place. Great choice. Price correct for London."
,,
Best Veggie Restaurant in London,Date of visit: March 2017,"Whenever I visit London, Mildreds is always the first place I go for dinner. Although they don't take bookings and you may have to wait a while for a table, it's worth the wait. The food and service are always consistently good. I particularly like their gyozo dumplings and the mushroom and ale pie. It's also great, as a vegan, to have a choice of puddings. I love the place."
Great food!,Date of visit: April 2017,"I've been to Mildred's many times, but I've also been trying out other vegetarian/vegan restaurants. However, I prefer going back to Mildred's. They have a nice menu, good food, the portions are generous and it's in Soho so it's convenient for me! It does get crowded at times, but I would definitely recommend it to anyone."
Lunch,Date of visit: October 2016,"At the Mildreds the food is excellent. One of the best vegeterian restaurant I ve been. The food is consistent, but the service varies. It is a very busy place, so one may have problems in finding a table at busy times, no matter the day of the week. It is worth a try, but avoid the busy times and near closing time."
Mushroom and ale pie,Date of visit: April 2017,"Absolutely fantastic - if it's on the menu try it, you won't be disappointed! This was a mother day treat, we were seated straight away and service was quick and very friendly. My second visit here and can't wait to go again."
World class vegan eatery AGAIN!!,Date of visit: March 2017,"We went here for lunch, and ended up ordering a second round of main large plates all of us - simply because we had to taste it all.Mildred's - you never disappoint us. You show what can be done with vegetables like no other place I have ever been. From the curry, to the pasta, to the sausages n' mash etc etc.. We are delighted and cant wait for next year when we are back again.Also, this place keeps having the friendliest staff ever. I cant put my finger on a single thing. 5 stars. World class."
Birthday bash,Date of visit: March 2017,"Very busy vegetarian, mainly with a young fashionable crowd though there were a few other crusties here & there. Mildreds doesn't take bookings and you can see why. We arrived at 6.30 & had to wait 50 minutes. Friendly waiting staff. We had a drink in the 'waiting area' along with 8-10 others. Finally got seated at a table for 2 and our waitress was very attentive. I liked my meal but birthday girl was disappointed with hers. More of a wrong choice than a reflection of Mildred's quality. We were joined late on by our 2 adult daughters both of whom ordered cocktails so that the original bill doubled. C'est la vie!"
Vegetarian restaurant,Date of visit: April 2017,I went there for lunch recently with a friend we were both impressed with the food and service. We ordered the vegetarian stir fry and the bean burrito both very filling but had to order desert when we saw someone else order the beetroot and chocolate cake.We also ordered the fruit crumble the food was delicious and will definitely be back for the beetroot and chocolate cake in the near future.
Couldn't wait to visit and can't wait to go again!,>  >  >  >,"A superb vegetarian and vegan restaurant. I don't usually write reviews but after eating at Mildred's I feel have to. From the excellent service to the sublime food I cannot rate this restaurant highly enough. My husband and I popped in at 5pm before the busy period. When we left at 6ish there were queues out the door! If you can get in early, definitely do so to avoid disappointment. That said, the service is so efficient and you can always have a drink in the bar whilst waiting for a table.I ordered the broccoli side, brown rice and steamed dumplings. My husband ordered the BBQ tofu and sweet pot fries. We were both quite full after the mains but when we caught a glimpse of the puds on offer we couldn't resist. We shared the cappuccino brûlée and the vanilla ice cream with warmed salt caramel sauce. Both were delicious. See photos! The staff are really friendly, attentive and efficient.Can't wait to visit next time we are in London. It will be our first stop!"
Great veggie restaurant,Date of visit: April 2017,"All the taste, without the meat. Lovely little restaurant. Tasty food and quick service. Sri Lankan Curry and Black Bean Burrito were both good. It was busy but lots of staff working and food arrived quickly too. Would definitely go back."
Fab veggie restaurant,Date of visit: April 2017,"We ate here for our lunch after searching trip advisor and were not disappointed.We wanted something healthy and with an abundance of restaurants in Soho this is a 'must try'.We had the Sri Lankan sweet potato curry and Black bean & squash burrito with halloumi to start. The restaurant was busy, your tables are close together, but service was very good and you didnt have to wait long for food. They do include a mandatory 10% service charge to your bill but on this occasion we were happy to pay. The food bill was about £45, the balance of the remainder was our drinks bill."
,,
A birthday treat!,Date of visit: April 2017,We lunched in the upstairs private dining room - choosing items off the standard menu. All delicious! Wine choices were very good too and the staff were efficient and charming. A great family occasion.
Great vegetarian food in the city centre,Date of visit: April 2016,"There's always a bit of a waiting time here but the food is worth the wait - vegetarian dishes that even the biggest meat-lover would enjoy. The dining area is a bright and airy space, albeit small, and there's a bar at the front for grabbing a drink while you queue. I've been for dinner twice so far and would definitely go again."
Lots of vegan and veggie options!,Date of visit: March 2017,"Went here with a friend who is vegan having looked up where to eat in London. We arrived here just after 6pm on a Saturday to find we had to wait for some time, this is not a problem but the restaurant is small and as I am mildly claustraphobic it was slightly unnerving for me. However, the wait was not as long as we were initally told and we were seated relatively quickly. The menu is extensive and my friend was extremely happy with it. I have to say there was a lot of choice and the food looked good. The ordering was quick and the food arrived fast.However, the food was flavoured with things that were not on the menu. For example the fries were spicy, not something that was mentioned on the menu and not a problem for us, but this could be for someone else.It is a little pricey (or at least the sides were) but the food was nice and people were having a good time."
Victim of it's own success,Date of visit: March 2017,"Sadly my most recent visit to Mildred's was my most disappointing by far. My friends and I were pleasantly surprised to be seated almost immediately - but this time we were in an upstairs room rather than in the bustling main restaurant. At first this seemed like a nice change but as the room filled up with parties it became apparent that the acoustics were sadly lacking. We could hardly communicate about the noise of excited voices. Our main courses were nice but arrived too quickly to have been cooked freshly and did lack the flavours of previous visits. It is a shame as it is an old favourite, but there are now lots of interesting vegetarian restaurants in London, perhaps Mildred's need to up their game."
Fab,Date of visit: March 2017,"Went for an early dinner before Book of Mormon - early meant no queuing - being veggie usually means having very little to choose from so it was great being spoilt for choice for once! I had 4 of the small plates (hummus, halloumi, dumplings and tofu skewers) and the creme caramel pudding - everything was banging. I nearly threw up everything laughing at Book of Mormon but that was my own fault for being a little piggy :) would love to go back, avoid queuing by eating earlier! Service could have been friendlier and more efficient but food made it all worth it!"
Best vegetarian food in London,Date of visit: February 2017,"Life long veggie - only recently discovered Mildred's and is not a firm family favourite. Amazing food - have visited other sites and always of great quality, have taken passionate meat eaters who couldn't get enough."
Best vegan Restaurant,Date of visit: March 2017,"I have eaten at Mildreds 3 times now and it hasn't been disappointing once. I love that the entire restaurant is Vegetarian/Vegan with so many tasty options to choose from. I'm also a huge fan of the restaurants look and feel - not your typical vegan restaurant that looks like its a work in progress, this one is done out really well.Thank you for bringing this restaurant to London!"
Who needs meat?,Date of visit: March 2017,"Really, who does? I am carnivorous but went completely vegan here and had the most incredible meal! Glad we came at 5pm though as by 5.30 it was very busy with people queuing out of the door!"
Amazing!!,Date of visit: March 2017,"Invited to a friends birthday, being a meat eater, had my reservations. Secretly thinking it was ok as I could get a burger on the way home I was blown away- had the gyozo dumplings and halloumi burger - so delicious as were all the dishes. Mushroom pie was amazing as were the coconut rum shots. Food fantastic, service fantastic, queue out the door, definitely recommend to anyone."
Delicious as ever!,Date of visit: March 2017,Mildred's continues to be my favourite place for veggie food in London. It's generally at least half an hour queuing time on weekdays but food never disappoints!
,,
"If all vegan food was this good, no one would want to eat meat or dairy!",Date of visit: March 2017,"My partner who is vegan, wanted to go out for lunch, so after some googling I discovered Mildred's. We arrived on Saturday around 1pm and despite the place only opening at 12pm, there was already a wait of 20/30 minutes. There's a no booking policy, so due to the popularity of the place there's not much that can be done. However the wait was so worth the while. Once we were seated and given menus (the service was very efficient for the duration of the meal) I couldn't help but notice the food the diners around us were eating and the meals all looked delicious. We both opted for the wood mushroom pie. It was meaty and delicious and had the most intense umami flavour, with the pastry being delightfully flaky. The minted mushy peas were perfect and the chips, thick, crispy and temptingly golden brown. The cocktails were also good and strong and whilst the chocolate and beetroot cake looked a very appetising option, we were far too full to try it. Maybe next time...because we'll definitely be returning!"
"First time visit. Food good, sadly let down by uninterested staff, and paying 12.5% for the pleasure!",Date of visit: March 2017,First time visit recommended by a friend. A little cramped at the back until we moved to a corner seat. food was good and tasty however 2 members of staff didn't seem interested and spent more time looking at themselves in the large mirror behind us as they took the order. really not exactly friendly at all
Wonderful Fresh Vegan Restaurant in Soho!,Date of visit: March 2017,Mildred's was high on our list and we had expectations from researching places to eat prior to our trip to London. It exceeded our expectations and was a wonderful night out for my wife and I. The food was so fresh and very vegan friendly. We had a wonderful meal with another couple at a communal table and it was great to learn their stories as well as tell about ourselves as well. Mildred's had a great selection of organic wines which is not common in our home area so we were excited to try a few of them. Overall Mildred's was a special meal and we recommend it to anyone looking for a very high quality restaurant in London.
Excellent food - average service,Date of visit: March 2017,"I went to Mildreds with a group of workmates. Overall it was an excellent choice - my boss is vegan so it was great to have so many excellent options for him. Even the heartiest meat eater enjoyed their food! The initial service was great, it was super busy that night but they let one of us have a table before the rest arrived, which eliminated the stress of not getting a table. We were very grateful for that. The only thing that let us down was the waiter at the table, who acted as though serving us was a massive chore/bore. He literally rolled his eyes when we asked a question, and getting the bill paid was a painful experience - even though we had a party of 7 and only paid with one card! The desserts weren't great either, but the starters and mains were excellent."
"Great atmosphere, friendly staff and great food.",Date of visit: March 2017,"Great food and variety of choice. The staff, though very busy were friendly and helpful. The food was delicious and the price very reasonable."
