Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Tasty vegan food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r569165275-By_CHLOE-London_England.html,The restaurant is very busy and the seating system needs working on as you just have to grab a table. The menu is large and varied and reasonably priced. I had the Thai salad which was delicious and very filling (almost never ending!). There is...More,>,Tasty vegan food,The restaurant is very busy and the seating system needs working on as you just have to grab a table. The menu is large and varied and reasonably priced. I had the Thai salad which was delicious and very filling (almost never ending!). There is a nice atmosphere and the staff were friendly. Il be back!
Busy but Brilliant!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r569160607-By_CHLOE-London_England.html,"I had read the initial two star reviews on this site and I was really apprehensive about going. I went mid week around 6pm and it was BUSY, I can only imagine the weekends would be mayhem but here is my experience:
• I was...More",Date of visit: March 2018,Busy but Brilliant!,"I had read the initial two star reviews on this site and I was really apprehensive about going. I went mid week around 6pm and it was BUSY, I can only imagine the weekends would be mayhem but here is my experience:• I was greeted by a smiley young man who gave me a menu and took me to a seat. • I read the menu and ordered at the bar, i was given one of those little buzzer jobs to let me know when my meal was ready. I only waited 5 mins on it buzzing. • burgers and sandwiches are around £9 and sides £3-£5• the cutlery is all eco compostable ‘plastic’ • my food was delicious. I am not a picky vegan, and I’ve had my fair share of questionable vegan dishes, but this tasted dirty good! I’m going back for more!• by the time I left there were people standing with their food waiting on a table. I would suggest waiting to get a table before ordering if you go when it’s busy. • the staff floating round clearing tables and directing people to their seats were super efficient and very smiley. What could be better:• I was still eating and someone asked if they could clear my tray away. Chill out - I know there is a queue but I’ve paid and I’m eating. • the servers at the till looked like they’d just pulled a 16 hour shift. Remember you’re facing the public and you are the face of this company. Eye contact and a smile wouldn’t go amiss. All in all I had an excellent time and really enjoyed my food and the vibe. I can forgive the little ‘annoyances’ because sometimes people have rough days. Defo try it! I would love one of these in my home town - bring some f your vegan love to Glasgow By Chloe there are tonnes of us here!!"
Lovely place with incredible food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r568641392-By_CHLOE-London_England.html,"Came here on a friend's recommendation! It was pretty busy but somehow we managed to get a table. It was a little snug but we wanted to have a quick bite before a theatre show so didn't mind. 

You order as with fast food chains...More",>  >,Lovely place with incredible food,"Came here on a friend's recommendation! It was pretty busy but somehow we managed to get a table. It was a little snug but we wanted to have a quick bite before a theatre show so didn't mind. You order as with fast food chains they give you a beeper which will let you know when your food is ready. We ordered some pasta dishes, a salad and a cupcake. All vegan (as per the restaurant design) and absolutely delicious. Even their dipping sauces were quite interesting like beet ketchip. The food came really quick and was piping hot which was great. The cupcake was a raspberry tiramisu which is to die for! Everyone there was super friendly and great customer service. I will definitely be coming back to try more on the menu! The vegan fish and chips look quite intriguing!"
The Best of by CHLOE.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r568612223-By_CHLOE-London_England.html,"Went to by CHLOE. in NYC and loved it so was super excited for this opening and it didn’t disappoint, have seen mixed reviews posted and I have to say I can’t wait to go back! 

The Kale Caesar Salad was delicious!! My friend had...More",Date of visit: March 2018,The Best of by CHLOE.,"Went to by CHLOE. in NYC and loved it so was super excited for this opening and it didn’t disappoint, have seen mixed reviews posted and I have to say I can’t wait to go back! The Kale Caesar Salad was delicious!! My friend had the Fish N’Chips and we both tried the cupcakes, the Chlostess was our favourite! It was busy but the atmosphere was fun and the music was cool too!"
,,,,,
Waste of time - not worth the effort,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r568500925-By_CHLOE-London_England.html,Was not my thing at all. You had to queue for a table and when you managed to get one you felt harassed by the ever lengthening queue with people eyeing up your table. You have to go up to the counter and order then...More,Date of visit: March 2018,Waste of time - not worth the effort,"Was not my thing at all. You had to queue for a table and when you managed to get one you felt harassed by the ever lengthening queue with people eyeing up your table. You have to go up to the counter and order then wait for you to be buzzed on your buzzer which also makes you feel a bit unrelaxed. Plastic cutlery, poor quality napkins. food served in paper and a tin. I know its meant to be edgy fast food but honestly serious waste of time. Food wasn't that great. nice but by the time you have added all the extras, your 'fast food' quick bite is the same price as a meal in another restaurant. Portions also weren't that big (tiny little bag of chips! Burger to be fair was ok size but not ginormous)."
So delicious!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r568483894-By_CHLOE-London_England.html,"I came here with my husband and dog for lunch on a busy Saturday afternoon. The place was packed with families and students. Our food was delicious, we had burgers and sweet potato fries and we shared a side of mac and cheese. 
Then we...More",>,So delicious!,"I came here with my husband and dog for lunch on a busy Saturday afternoon. The place was packed with families and students. Our food was delicious, we had burgers and sweet potato fries and we shared a side of mac and cheese. Then we ordered dessert :)They were really nice to our dog and brought him a bowl of water when we sat down.I highly recommend By Chloe, it’s so great as a vegan to be able to order anything from the menu and not have to ask a million questions. It was so busy, so if you come on a weekend you’ll probably have to wait a bit for a table to come free.I wish they were everywhere, like a vegan McDonald’s :)"
Disappointing,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r568264869-By_CHLOE-London_England.html,"Visited today for a coffee, also managed to pick up some sweet potato fries which were delicious and the chipotle sauce was great. Which is about the only good thing about our visit. 

I got my fries but then had to wait an extra 5...More",Date of visit: March 2018,Disappointing,"Visited today for a coffee, also managed to pick up some sweet potato fries which were delicious and the chipotle sauce was great. Which is about the only good thing about our visit. I got my fries but then had to wait an extra 5 minutes awkwardly at the counter waiting for my drinks whilst the fries went cold. My matcha latte was cold when I received it and I noticed the lady prepared the matcha after steaming the milk which probably didn’t help. I asked if I could get a new one and the lady reluctantly agreed as though I had insulted her... it’s not that difficult to make another drink or even steam it a little more. A lot of the staff seemed to be untrained and not really know what they were doing. My partners latte wasn’t exactly steaming hot but it was bearable. However it was super foamy! Like all foam! And the cup wasn’t even full. Vegan coffee isn’t that hard to get right, even when using alternative milks like oat milk it can still be a good barista style coffee. I was disappointed the amount of paper and plastic waste around the place, plastic cups for eat in coffee, paper on the trays, plastic cutlery, colouring paper?! And even plastic pots for eat in sauces. It was just a little baffling for a vegan place to have such a disregard. All in all I left feeling disappointed. And £10+ for 2 coffees and a cup of fries seemed steep. I wish they would spend more time training the staff and making an effort to be environmentally friendly (being a vegan place I would expect this, I mean why would you care so much about animals but then ruin the world they have to live in?!) than they have spent time on the look and graphic design of the place.Seems to be capitalising on the vegan food “trend”."
"Decent enough food, overpriced, slow service",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567873806-By_CHLOE-London_England.html,"The food is good, no doubt about it. We ordered several things to try and were impressed with the 'bacon' particularly. 
The prices are ridiculous though. A BLT and a juice was over £10 - for an extra pound I can get a main, two...More",Date of visit: March 2018,"Decent enough food, overpriced, slow service","The food is good, no doubt about it. We ordered several things to try and were impressed with the 'bacon' particularly. The prices are ridiculous though. A BLT and a juice was over £10 - for an extra pound I can get a main, two sides and a glass of wine at Farmstand, for instance. You're paying for staff to stand around handing out paper menus (seriously!!) to the clientele when, given the wait time in the queue was around ten minutes, they'd have been better employed behind the counter. Less wastage too - which leads me to...sandwiches are plastic wrapped; juice is in plastic bottles; there is an awful lot of environmental unfriendliness going on. Won't bother going back."
Disappointed,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567819917-By_CHLOE-London_England.html,"Called in here for a quick bite and drink before our show, I had the mac and cheese and my daughter just wanted a cake, I personally think it’s very overpriced, mine was 4.80 and my daughters small cake was over 3.00, the Mac and...More",Date of visit: March 2018,Disappointed,"Called in here for a quick bite and drink before our show, I had the mac and cheese and my daughter just wanted a cake, I personally think it’s very overpriced, mine was 4.80 and my daughters small cake was over 3.00, the Mac and cheese was ok but definitely not worth 4.80 and the cake was dry so not sure how long they had been sat out there, the seating is very tight and you do feel like your sitting with the next couple on the other table, and there are always people hovering waiting for tables! Won’t be going again and I wouldn’t recommend."
Air fried sweet potato fries,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567277914-By_CHLOE-London_England.html,"Visited By Chloe for the first time this week for dinner with my friend.  There was a queue by we've been seated quickly I've ordered the classic burger and the air fried sweet potato fries which was the highlight- usually, I don't eat fries and...More",Date of visit: March 2018,Air fried sweet potato fries,"Visited By Chloe for the first time this week for dinner with my friend. There was a queue by we've been seated quickly I've ordered the classic burger and the air fried sweet potato fries which was the highlight- usually, I don't eat fries and they're fried in a lot of oil but those ones we not! They taste amazing. I really enjoyed the fries dipping in their homemade beet ketchup and chipotle dips. The burger was really good too, however, I'm not a huge burger fan in general. Next time I'm ordering the quinoa tacos and it looked amazing looking at other people having ordered it :PThe service was quick and staff friendly too. Toilets were very clean as well with some cool tunes playing on the speakersGreat spot to take your non vegan friends"
YES !!! About time London got one of these!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567272797-By_CHLOE-London_England.html,Ive been obsessed with Chloe in NYC so when I heard it was coming to London I was so excited!! The place is so cute and vibey— I might even say better than in NYC! And food is amazing as expected! A trendy vegan chain...More,Date of visit: March 2018,YES !!! About time London got one of these!,Ive been obsessed with Chloe in NYC so when I heard it was coming to London I was so excited!! The place is so cute and vibey— I might even say better than in NYC! And food is amazing as expected! A trendy vegan chain like this in London is so overdue and the opening of Chloe here marks the real start of an ongoing shift of the city’s restaurant industry towards more sustainable and healthy (vegan) eating. Health is the best trend.
Guac save the Queen!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567218862-By_CHLOE-London_England.html,"Came here for a friend’s birthday and it definitely lived up to my expectations! The restaurant is easy to find a few minutes walk from Holborn underground, and the inside is so chic. I had the fish and chips, small mac and cheese and a...More",Date of visit: March 2018,Guac save the Queen!,"Came here for a friend’s birthday and it definitely lived up to my expectations! The restaurant is easy to find a few minutes walk from Holborn underground, and the inside is so chic. I had the fish and chips, small mac and cheese and a dessert cookie. All of it was so delicious. With some vegan meals like mac and cheese, it can often be dull and tasteless and it can be hard to even get bacon sometimes as a vegan, however by CHLOE did not miss the mark. All the food was delicious and not everyone (including myself) often follow a vegan diet. Anyone could visit here and enjoy the food! Friendly staff as well. Bear in mind that this restaurant is not table service. Make sure you get a table before you order or you may have a tray of food and nowhere to sit."
"Good vegan food, goes too quick for the ££",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567055020-By_CHLOE-London_England.html,There's not many places I've found a vegan breakfast burger. I ordered the Morning Glory burger for £9.. it came on a tray along with my boyfriends so pretty difficult to eat as it has a sloppy tofu filling. The burger did taste delicious but...More,Date of visit: March 2018,"Good vegan food, goes too quick for the ££","There's not many places I've found a vegan breakfast burger. I ordered the Morning Glory burger for £9.. it came on a tray along with my boyfriends so pretty difficult to eat as it has a sloppy tofu filling. The burger did taste delicious but for £9 it could at least have a side of hash browns or something? £9 is pretty pricey to digest within 5 mins. If you're going to be a fast food chain the price needs to lower, or serve it on a plate so customers can take their time eating it. Oat flat whites were pretty foamy which was disappointing as literally everywhere provides a good barista coffee. Being vegan a little disappointed with plastic/paper cup too, seems a bit ignorant. All that aside the burger was very tasty and if you want an LA vibe in London it's not bad."
Not too bad ! But why replicate so many meat dishes,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r567035754-By_CHLOE-London_England.html,"Never really understand you want be vegan but eat fish n chips, burgers and hot dog imitations 

Best dish was avocado on toast out all we tried very fresh and tasty 

Fish chips is a gimmick I don’t get it 

Hotdog imitation was awful 

Could...More",>  >  >  >,Not too bad ! But why replicate so many meat dishes,"Never really understand you want be vegan but eat fish n chips, burgers and hot dog imitations Best dish was avocado on toast out all we tried very fresh and tasty Fish chips is a gimmick I don’t get it Hotdog imitation was awful Could do with a better cutlery offer in this day and age than plastic"
,,,,,
Not bad,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566925532-By_CHLOE-London_England.html,Visited at 7pm on a Friday evening with a friend and was relieved to get a table without any waiting. We went to order at the bar and our food was ready within 10 minutes. They called our names and came over with our food...More,Date of visit: March 2018,Not bad,"Visited at 7pm on a Friday evening with a friend and was relieved to get a table without any waiting. We went to order at the bar and our food was ready within 10 minutes. They called our names and came over with our food so we didn’t have to actually wait at the counter to collect.I was a bit disappointed that my chosen juice wasn’t available but there were a few others to choose from; to be frank I would have preferred a nice G&T or glass of wine with my meal but no such luck! We both had the classic burger and potato fries. We had the beetroot ketchup and chipotle sauce from the sauce pumps too. We both enjoyed our burgers and the fries were decent. The sauces were very tasty. My two food items and my drink cost about £19 so this is not a cheap place considering it’s counter service junk food so I wouldn’t come here regularly. There is one proper pudding - sticky toffee pudding with coconut custard.However I can’t tell you how that was as they had sold out. A bit rubbish considering it was only 7.30pm at this point and it’s their only proper dessert (I exclude ice lollies and cupcakes).I didn’t actually pay much attention to the decor and my immediate dining neighbours didn’t seem to fall into the much mentioned nauseating instagrammer/blogger brigade but I observed a few on the way out pouting over their guac burgers and kale salads.Overall I don’t think it’s nearly as bad as many of the previous reviews on TA but it’s also not nearly as good as some of the other over the top gushing reviews. It’s just somewhere in the middle. If it’s in your budget then it’s worth a try whether you are vegan or not. Be prepared to wait for a table, leave your scepticism (and your selfie stick..) at the door, enjoy your meal and then head to the pub on the corner for that G&T!"
Madness & Guac!!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566910332-By_CHLOE-London_England.html,"The queuing and seating system is CRAZY!! You come in you hoover over someone who is eating hoping they get up quick enough so you can jump in there grave. Once you get a table the food is good, the guac burger is a must....More",Date of visit: March 2018,Madness & Guac!!!,"The queuing and seating system is CRAZY!! You come in you hoover over someone who is eating hoping they get up quick enough so you can jump in there grave. Once you get a table the food is good, the guac burger is a must. I got the mac n cheese and it’s ok but I could eat the burger alone and be happy. Beetroot ketchup is my new thing"
Loved it here....delicious tasty menu highly recommended,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566784247-By_CHLOE-London_England.html,"We didnt get to visit by CHLOE on a recent visit to LA so were delighted when they opened a branch in London.  We read the first reviews after newly opening and thought we would wait for things to settle down, which they most definately...More",Date of visit: March 2018,Loved it here....delicious tasty menu highly recommended,"We didnt get to visit by CHLOE on a recent visit to LA so were delighted when they opened a branch in London. We read the first reviews after newly opening and thought we would wait for things to settle down, which they most definately have - so a huge well done to the team. We had the guac burger and a BLT sandwhich for a take out. Both were delicious as were the vegan cakes we also tried. Ambiance and atmosphere feels warm and very trendy. I spoke to a few people in the line whilst waiting to be served, they were non vegans and had visited the previous day and loved the food, so they were back to sample other treats on the menu. Overall a great experience I would definately recommend and cant wait to return. Thank you...."
LOVE THIS PLACE!! Finally a vegan and gluten free restaurant that has delicious food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566739718-By_CHLOE-London_England.html,"We came here last night for dinner and had a fantastic time. By Chloe is a restaurant where you order at the counter and then you will be called when your food is ready. The food was ABSOLUTELY DELICIOUS!! And the restaurant is decorated fabulously,...More",Date of visit: March 2018,LOVE THIS PLACE!! Finally a vegan and gluten free restaurant that has delicious food!,"We came here last night for dinner and had a fantastic time. By Chloe is a restaurant where you order at the counter and then you will be called when your food is ready. The food was ABSOLUTELY DELICIOUS!! And the restaurant is decorated fabulously, perfect for super cute instagrammable pictures. We highly recommend the avocado pesto pasta, the avocado toast, the sweet potato fries, the gluten-free cupcakes, and the greek salad. Everything is vegan and most foods can be made gluten-free. Fabulous place! We definitely recommend! They have locations in the US as well in NYC, LA and Boston!!"
By far THE BEST vegan food I have ever tased,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566632937-By_CHLOE-London_England.html,"The menu has great choice, the staff were very friendly and its a beautiful place to spend your lunchtime or evening with friends.

LOVED IT!",Date of visit: March 2018,By far THE BEST vegan food I have ever tased,"The menu has great choice, the staff were very friendly and its a beautiful place to spend your lunchtime or evening with friends.LOVED IT!"
THE BEST VEGAN  FOOD,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566629638-By_CHLOE-London_England.html,The guac burger is my all time favourite. I went along with friends who weren't vegan and even they loved it!,Date of visit: January 2018,THE BEST VEGAN FOOD,The guac burger is my all time favourite. I went along with friends who weren't vegan and even they loved it!
"Delicious vegan food, gorgeous restaurant",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566628231-By_CHLOE-London_England.html,"I read about this place in the Evening Standard and so happy I tried it. Vegan fast food is a revelation! Love the swing chairs too, really cool spot in central London",Date of visit: March 2018,"Delicious vegan food, gorgeous restaurant","I read about this place in the Evening Standard and so happy I tried it. Vegan fast food is a revelation! Love the swing chairs too, really cool spot in central London"
DELICIOUS,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566609500-By_CHLOE-London_England.html,"The food was delicious, particularly the Mac'n'Cheese and the decor is so cool. I will definitely be back!",Date of visit: February 2018,DELICIOUS,"The food was delicious, particularly the Mac'n'Cheese and the decor is so cool. I will definitely be back!"
Awful in every way.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566558247-By_CHLOE-London_England.html,"If you can overlook the Chaotic serving system, the mounds of waste for a supposedly vegan and eco friendly establishment, and actually manage to find a seat and get your food. Well then you have to eat it. And it is not good. 

I've been...More",Date of visit: March 2018,Awful in every way.,"If you can overlook the Chaotic serving system, the mounds of waste for a supposedly vegan and eco friendly establishment, and actually manage to find a seat and get your food. Well then you have to eat it. And it is not good. I've been a chef for so many years, in a variety of Restaurants- including, yes, Michelin starred ones, and I know how food should taste. And how food should not taste. It should not taste like this. Usually when food is bad, I try to forget about it. I erase from my mind so I don't have to relive the mild displeasure. But the horror here is so strong I've been forced to write this review in the hope that it will steer someone away from the wrong path, and lead them to choosing something else. Anything else. Everything we ordered was a lukewarm, unseasoned mess. It tasted of nothing. And yet, so much worse than nothing. Because nothing isn't offensive. The sweet potato fries were limp and sad, wilting to the touch. The Mac and cheese was NEITHER OF THOSE TWO THINGS. My god how did it pass various tastings? Who thought it could possibly pass as something edible? And the salads were not offensive, just dull and massively overpriced. It doesn't surprise me that when you Google By Chloe, London. TripAdvisor is so far down the first page, that various other links to reviews by lifestyle bloggers and paid content sites sits above it. Im sure you do want to hide just how awful the food is here. If you too want to be under thirty, live in athleisure, and live gluten free even though you're not quite sure what gluten is, plus wanna take a neon snap for the gram then maybe you'll like it here.But if you're a real diner spending real money; spend it somewhere else."
Great vegan food...but too much waste!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566534361-By_CHLOE-London_England.html,"We came here to try the vegan burgers which we had read about in the easyjet inflight magazine. The burgers didn’t disappoint, not did the air fried potatoes. Service was fast and this is basically a fast food restaurant. However I was disappointed that when...More",Date of visit: March 2018,Great vegan food...but too much waste!,"We came here to try the vegan burgers which we had read about in the easyjet inflight magazine. The burgers didn’t disappoint, not did the air fried potatoes. Service was fast and this is basically a fast food restaurant. However I was disappointed that when a member of staff cleared away my empty (glass) water bottle she put it into the trash, rather than recycling. There was a lot of plastic used and whilst some was clearly biodegradable, some clearly was not. It is expensive, but it is in Covent Garden. Service is very fast. I had a flat white which was just too large and not enough coffee, but I accept this is probably down to my taste. Slightly disappointed. I would go back for the burger, but I would probably find an alternative first."
,,,,,
"Vegan, Vegan, Vegan! Innovative and tasty!",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566491993-By_CHLOE-London_England.html,"Recently opened Vegan restaurant, we tried Brunch (twice) and Lunch. Clean and fresh decorations. We tried Mac 'n Cheese and the Kale/Artichoke Dip for lunch! Very nice! Pancakes are really nice with the Whipped Coconut cream! The AB&B toast is a little sticky, chewy with...More",Date of visit: March 2018,"Vegan, Vegan, Vegan! Innovative and tasty!","Recently opened Vegan restaurant, we tried Brunch (twice) and Lunch. Clean and fresh decorations. We tried Mac 'n Cheese and the Kale/Artichoke Dip for lunch! Very nice! Pancakes are really nice with the Whipped Coconut cream! The AB&B toast is a little sticky, chewy with the thick layer of almond butter. Toasted a bit too much for my taste. The scrambled tofu in The Sunrise tortilla is probably nicer warm, now we had a warm seitan chorizo and cold tofu in one wrap. Loved the peanut butter hot cocoa! Choose from oat, almond, soya milk! We tried the Beet ketchup with the kale+tortilla chips and they really should sell this in a bottle! Big bottles! Cannot wait to return and try some of the other dishes and cakes! The salads look amazing as well!"
So close yet so far,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566278140-By_CHLOE-London_England.html,"I was really looking forward to my visit and I’m disappointed to say it just didn’t deliver. 

On arrival we were greeted by a smiley and helpful member of staff. He really did his best in squeezing 3 of us into the very limited seating....More",Date of visit: March 2018,So close yet so far,"I was really looking forward to my visit and I’m disappointed to say it just didn’t deliver. On arrival we were greeted by a smiley and helpful member of staff. He really did his best in squeezing 3 of us into the very limited seating. A bit of a case of style over substance - although I recognise that decision is made by interior designers and not the people in the restaurant! Unfortunately his colleagues weren’t so helpful. The ordering system and counter staff is really where this place falls down. I have no problem with ordering and waiting at the counter, but the system is slow (made slower by asking for email addresses to send receipts to, which is silly because they also print paper receipts for you to collect your order with) and the worst part is the sound of bored staff announcing that food is ready by yelling customers’ names. It’s a small restaurant that gets very noisy, so they simply can’t be heard. The crowd around the counter really grew quickly and started to block the door. People sat down out of boredom and then missed their names being called.There also seemed to be no rationale for how quickly people got food. I waited 20 minutes for my burger and the woman next to me waiting longer for her salad, while people behind us in the queue walked away with the same dishes in 5-10 minutes. The disinterested girls behind the counter had no idea how to deal with complaints about this. The manager was professional to the last and I did feel sorry for him as he tried to co-ordinate his churlish and chaotic team. He did notice me quietly waiting and went off to find my burger - at last, decent service!The food was tasty, the portions sizes decent and the menu varied, but the ‘service’ really does put me off going back.In short - improve staff on the counter, get a number system for orders and squeeze in a few more benches."
Beautiful place - Rubbish coffee!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r566272146-By_CHLOE-London_England.html,"Me and my sister decided to visit here as she is dairy intolerant and we could get oat milk coffees! 
Upon arrival the service was great, a lovely man held the door open for us with our pushchair and sat us at a table. But...More",Date of visit: February 2018,Beautiful place - Rubbish coffee!,"Me and my sister decided to visit here as she is dairy intolerant and we could get oat milk coffees! Upon arrival the service was great, a lovely man held the door open for us with our pushchair and sat us at a table. But that’s as good as it gets. Without a shadow of a doubt, the worst coffee I have ever had! There was no coffee flavour, I tasted of very watery milk! The shop itself is beautiful, but what a let down!"
The Hype is a downer!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r565748347-By_CHLOE-London_England.html,"I write tons of reviews and i always thrive for positive, unless it is really bad! All i have been hearing about since December is the arrival of ""By Chloe"" in London! massive PR machine behind this US born chain! Instagram ""celebrities"" and bloggers all...More",Date of visit: March 2018,The Hype is a downer!!,"I write tons of reviews and i always thrive for positive, unless it is really bad! All i have been hearing about since December is the arrival of ""By Chloe"" in London! massive PR machine behind this US born chain! Instagram ""celebrities"" and bloggers all posting the awesome photos of the food and the venue as it opened last month! I am always reluctant to follow trends but my other half was keen to check it out so we did! What a downer! And for very clear reasons! 1. The ambiance is great, it has a diner style that makes the place a little posher than a fast food chain would be! Tables are on the right and left side of the main counter where payments and take away can be made! It is all self serving (choose food, order and pay at counter, like mc donald's pretty much! the only thing here, here you pay £9 for a burger and extra for fries (especially if you want the air ""fried ones""2. Fight to be seated: So, in true fast food style, the tables are randomly for grabs. The staff cannot help or reserve a table for you! ""It is not a restaurant"" they said! So here two important things: 1. if i pay £9 for a dish, no matter how ""fast food "" like you are, then i want to not stress people eating by hovering over their shoulders whilst they attempt to enjoy their food and 2. I don't want people hovering all over mine when i eat my food! It is uncomfortable and i could have gone to a fast food chain and pay 50p for a burger! 3. The food is glamourised Junk, but healthier that your standard fast food place and of course plant based, which is why we went thereto try it. I had the pesto ""meatballs"" sub and although it had a nice flavour, it made me feel awful. i woke up feeling terrible too! most probably because i am so used to eating high quality food and the sub was super processed, my body is in shock! So, not really as wholesome as i would have had it. the fries were too salty, and only the top were crispy; the bottom was super soggy! 4. 2 burgers, 2 frieds, 1 kombucha, 1 water, 1 coconut water, 1 cupcake and treats for our dog came to £60! The place makes Farmacy look like a bargain! I cannot justify the price for this kind of food and atmosphere so def not a place to return to. i get that the rest must be super high in Covent Garden but well.. For £30pp i have amazing meals at Redemption, and i mean amazing! 5. PLASTIC PLASTIC AND MORE PLASTIC: WHAT is up with that?!?! 2018: a bunch of eco friendly choices for cutlery are available! Why the plastic cutlery and straws? Why? for the price these guys charge they could spend a little more and get biodegradable utensils! On the plus side they have GLASS water bottles. They go through tons of paper on their treys, is that necessary? i don't believe so, they could have treys that are printed to loo funky and then clean they as they go, reducing the amount of rubbish they produce. They have way too many people going through those doors not to make a negative impact on the environment, even if they recycle! So overall, this experience was not great for me personally. I am way too advanced in the food and health business to being able to enjoy food that is mass produced, lacks love and is not worth the money , i don't care how bad inflation (or currency deflation) is! I don't enjoy writing bad reviews , but it lacks zing!"
"Vegan friendly, strictly not eco friendly",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r565583814-By_CHLOE-London_England.html,"I was very excited at the thought of a vegan fast food cafe in London. We ordered 2 dishes: kale caeser and meatball sub. The salad was tasty, the sub pretty average. Anyway, they were served up on one use plates, with plastic cutlery. Plastic...More",Date of visit: March 2018,"Vegan friendly, strictly not eco friendly","I was very excited at the thought of a vegan fast food cafe in London. We ordered 2 dishes: kale caeser and meatball sub. The salad was tasty, the sub pretty average. Anyway, they were served up on one use plates, with plastic cutlery. Plastic cutlery ffs! If this is just being vegan for the sake of trendiness, then it holds no interest for me. How do animals benefit with even more plastic clogging up their habitats. This is a pricey place with young inexperienced staff. Surely some of the profits could be invested into decent washable crockery and cutlery for people dining in. I saw people drinking their green juices from plastic cups with straws. It's a shame, but I won't be making a second visit."
Vegan Friendly - Yes - Eco Friendly No,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r565578020-By_CHLOE-London_England.html,"I Agree completely with SashaK66's review. Too much plastic! 

Too expensive for what it is and why do I have to eat it using single use cutlery and paper plates? 

It's not even clear what you can recycle. They offer free water but in single...More",Date of visit: March 2018,Vegan Friendly - Yes - Eco Friendly No,I Agree completely with SashaK66's review. Too much plastic! Too expensive for what it is and why do I have to eat it using single use cutlery and paper plates? It's not even clear what you can recycle. They offer free water but in single use plastic. They need to bring in re-usable cutlery and plates. I certainly wont eat here again until this is changed. If you want to help the environment - please vote with your feet
Great food - poor service,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r565438865-By_CHLOE-London_England.html,"My colleagues and came to eat at By Chloe in Covent Garden recently to celebrate my promotion. Although when we eventually got our food it did taste excellent, the service was poor. You cannot book a table so we were left standing for some time...More",Date of visit: March 2018,Great food - poor service,"My colleagues and came to eat at By Chloe in Covent Garden recently to celebrate my promotion. Although when we eventually got our food it did taste excellent, the service was poor. You cannot book a table so we were left standing for some time before being able to find a seat. We ordered our food at the same time but unfortunately the salad I ordered took 15 minutes or so longer to arrive than the other food. You have to stand at the bar and wait for your food to come so by the time my food was ready I had missed most of the lunch. My colleague was given the wrong food order which had to be changed. Basically, if you are pushed for time 1 hour lunch during work I wouldn't advise to come here. Otherwise the food did taste really nice."
"Wow, great new edition to London",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r565061099-By_CHLOE-London_England.html,"My wife had been going on about this place opening as we had visited in NY, now I aren’t vegetarian, far from it but when she wanted to visit I had to go, in a nutshell I was pleasantly surprised, firstly the feel is great...More",Date of visit: March 2018,"Wow, great new edition to London","My wife had been going on about this place opening as we had visited in NY, now I aren’t vegetarian, far from it but when she wanted to visit I had to go, in a nutshell I was pleasantly surprised, firstly the feel is great with a nice vibe, I had the Guac burger and was so surprised how good it tasted, the flavour was so good and the beetroot ketchup should be bottled and sold!! My wife had the Fish and Chips and is a cool way to do it veggie style hats off to them for this one!Would I go back? yes, would I recommend? Absolutely try it once and make your own mind up, vegetarian or not"
